plantID	tillerID	leafID	position	extraID	x1	y1	z1	x2	y2	z2	x3	y3	z3	NpArea	Kt	Kr	facetS	6h_up_dir	6h_up_dff	6h_up_scat	6h_bottom_dir	6h_bottom_dff	6h_bottom_scat	6h_totalPPFD	
1.0	1.0	-2.0	5.0	0.0	3.8	0.0	2.62	4.71	0.1	2.56	4.71	0.0	2.62	1.5	0.0	0.1	0.0526	0.0	0.0	0.0	0.0	0.0	82.19	82.19
1.0	1.0	-2.0	5.0	0.0	3.8	0.0	2.62	3.8	-0.11	2.56	4.71	0.0	2.62	1.5	0.0	0.1	0.0552	0.0	81.49	139.26999999999998	0.0	0.0	0.0	220.76999999999998
1.0	1.0	-2.0	5.0	0.0	3.8	-0.11	2.56	4.71	0.0	2.62	4.71	-0.1	2.56	1.5	0.0	0.1	0.0526	0.0	0.0	0.0	0.0	85.57	68.75	154.32999999999998
1.0	1.0	-2.0	5.0	0.0	3.8	-0.11	2.56	3.8	-0.11	2.44	4.71	-0.1	2.56	1.5	0.0	0.1	0.0551	0.0	0.0	166.9	0.0	0.0	0.0	166.9
1.0	1.0	-2.0	5.0	0.0	3.8	-0.11	2.44	4.71	-0.1	2.56	4.71	-0.1	2.44	1.5	0.0	0.1	0.0524	0.0	0.0	0.0	0.0	0.0	177.70999999999998	177.70999999999998
1.0	1.0	-2.0	5.0	0.0	3.8	-0.11	2.44	3.8	0.0	2.38	4.71	-0.1	2.44	1.5	0.0	0.1	0.0552	0.0	81.49	202.29000000000002	0.0	0.0	0.0	283.78999999999996
1.0	1.0	-2.0	5.0	0.0	3.8	0.0	2.38	4.71	-0.1	2.44	4.71	0.0	2.38	1.5	0.0	0.1	0.0526	0.0	0.0	0.0	0.0	213.93	238.92000000000002	452.85
1.0	1.0	-2.0	5.0	0.0	4.71	0.0	2.38	4.71	0.1	2.44	5.61	0.0	2.39	1.5	0.0	0.1	0.0525	0.0	42.83	93.6	0.0	0.0	0.0	136.44
1.0	1.0	-2.0	5.0	0.0	4.71	0.1	2.44	5.61	0.0	2.39	5.61	0.1	2.44	1.5	0.0	0.1	0.0495	0.0	0.0	0.0	0.0	45.45	150.63	196.07
1.0	1.0	-2.0	5.0	0.0	4.71	0.1	2.44	4.71	0.1	2.56	5.61	0.1	2.44	1.5	0.0	0.1	0.0523	0.0	0.0	170.39999999999998	0.0	0.0	0.0	170.39999999999998
1.0	1.0	-2.0	5.0	0.0	4.71	0.1	2.56	5.61	0.1	2.44	5.61	0.1	2.56	1.5	0.0	0.1	0.0496	0.0	0.0	0.0	0.0	0.0	128.82	128.82
1.0	1.0	-2.0	5.0	0.0	4.71	0.1	2.56	4.71	0.0	2.62	5.61	0.1	2.56	1.5	0.0	0.1	0.0525	0.0	85.67	227.28	0.0	0.0	0.01	312.95
1.0	1.0	-2.0	5.0	0.0	4.71	0.0	2.62	5.61	0.1	2.56	5.61	0.0	2.61	1.5	0.0	0.1	0.0495	0.0	0.0	0.0	0.0	136.34	134.04	270.38
1.0	1.0	-2.0	5.0	0.0	4.71	0.0	2.62	4.71	-0.1	2.56	5.61	0.0	2.61	1.5	0.0	0.1	0.0525	0.0	85.67	188.23000000000002	0.0	0.0	0.0	273.9
1.0	1.0	-2.0	5.0	0.0	4.71	-0.1	2.56	5.61	0.0	2.61	5.61	-0.1	2.56	1.5	0.0	0.1	0.0495	0.0	0.0	0.0	0.0	90.89	92.15	183.04
1.0	1.0	-2.0	5.0	0.0	4.71	-0.1	2.56	4.71	-0.1	2.44	5.61	-0.1	2.56	1.5	0.0	0.1	0.0523	0.0	86.02	177.89	0.0	0.0	0.0	263.91
1.0	1.0	-2.0	5.0	0.0	4.71	-0.1	2.44	5.61	-0.1	2.56	5.61	-0.1	2.44	1.5	0.0	0.1	0.0496	0.0	0.0	0.0	0.0	90.71	154.26	244.97
1.0	1.0	-2.0	5.0	0.0	4.71	-0.1	2.44	4.71	0.0	2.38	5.61	-0.1	2.44	1.5	0.0	0.1	0.0525	0.0	42.83	72.03999999999999	0.0	0.0	0.01	114.88999999999999
1.0	1.0	-2.0	5.0	0.0	4.71	0.0	2.38	5.61	-0.1	2.44	5.61	0.0	2.39	1.5	0.0	0.1	0.0495	0.0	0.0	0.0	0.0	45.45	102.86	148.31
1.0	1.0	-2.0	5.0	0.0	5.61	0.0	2.39	5.61	0.1	2.44	6.51	0.0	2.4	1.5	0.0	0.1	0.0495	0.0	136.34	201.07999999999998	0.0	0.0	0.0	337.42
1.0	1.0	-2.0	5.0	0.0	5.61	0.1	2.44	6.51	0.0	2.4	6.51	0.09	2.45	1.5	0.0	0.1	0.0467	0.0	0.0	0.0	0.0	0.0	89.46000000000001	89.46000000000001
1.0	1.0	-2.0	5.0	0.0	5.61	0.1	2.44	5.61	0.1	2.56	6.51	0.09	2.45	1.5	0.0	0.1	0.0496	0.0	136.06	149.10999999999999	0.0	0.0	0.0	285.18
1.0	1.0	-2.0	5.0	0.0	5.61	0.1	2.56	6.51	0.09	2.45	6.51	0.09	2.55	1.5	0.0	0.1	0.0469	0.0	0.0	0.0	0.0	0.0	216.82	216.82
1.0	1.0	-2.0	5.0	0.0	5.61	0.1	2.56	5.61	0.0	2.61	6.51	0.09	2.55	1.5	0.0	0.1	0.0495	0.0	0.0	169.45	0.0	0.0	0.0	169.45
1.0	1.0	-2.0	5.0	0.0	5.61	0.0	2.61	6.51	0.09	2.55	6.51	0.0	2.6	1.5	0.0	0.1	0.0467	0.0	0.0	0.0	0.0	144.68	240.56	385.24
1.0	1.0	-2.0	5.0	0.0	5.61	0.0	2.61	5.61	-0.1	2.56	6.51	0.0	2.6	1.5	0.0	0.1	0.0495	0.0	0.0	136.92000000000002	0.0	0.0	0.0	136.92000000000002
1.0	1.0	-2.0	5.0	0.0	5.61	-0.1	2.56	6.51	0.0	2.6	6.51	-0.09	2.55	1.5	0.0	0.1	0.0467	0.0	0.0	0.0	0.0	192.91	279.84000000000003	472.75
1.0	1.0	-2.0	5.0	0.0	5.61	-0.1	2.56	5.61	-0.1	2.44	6.51	-0.09	2.55	1.5	0.0	0.1	0.0496	0.0	45.35	248.79000000000002	0.0	0.0	0.0	294.14
1.0	1.0	-2.0	5.0	0.0	5.61	-0.1	2.44	6.51	-0.09	2.55	6.51	-0.09	2.45	1.5	0.0	0.1	0.0469	0.0	0.0	0.0	0.0	47.97	323.43	371.4
1.0	1.0	-2.0	5.0	0.0	5.61	-0.1	2.44	5.61	0.0	2.39	6.51	-0.09	2.45	1.5	0.0	0.1	0.0495	0.0	90.89	148.07	0.0	0.0	0.0	238.96
1.0	1.0	-2.0	5.0	0.0	5.61	0.0	2.39	6.51	-0.09	2.45	6.51	0.0	2.4	1.5	0.0	0.1	0.0467	0.0	0.0	0.0	0.0	0.0	50.989999999999995	50.989999999999995
1.0	1.0	-2.0	5.0	0.0	6.51	0.0	2.4	6.51	0.09	2.45	7.41	0.0	2.4	1.5	0.0	0.1	0.0467	0.0	144.68	195.79	0.0	0.0	0.0	340.46999999999997
1.0	1.0	-2.0	5.0	0.0	6.51	0.09	2.45	7.41	0.0	2.4	7.41	0.08	2.45	1.5	0.0	0.1	0.0436	0.0	0.0	0.0	0.0	51.57	155.89999999999998	207.47
1.0	1.0	-2.0	5.0	0.0	6.51	0.09	2.45	6.51	0.09	2.55	7.41	0.08	2.45	1.5	0.0	0.1	0.0469	0.0	95.94	217.78	0.0	0.0	0.0	313.72
1.0	1.0	-2.0	5.0	0.0	6.51	0.09	2.55	7.41	0.08	2.45	7.41	0.08	2.55	1.5	0.0	0.1	0.0442	0.0	0.0	0.0	0.0	0.0	144.63	144.63
1.0	1.0	-2.0	5.0	0.0	6.51	0.09	2.55	6.51	0.0	2.6	7.41	0.08	2.55	1.5	0.0	0.1	0.0467	0.0	96.45	103.39	0.0	0.0	0.0	199.84
1.0	1.0	-2.0	5.0	0.0	6.51	0.0	2.6	7.41	0.08	2.55	7.41	0.0	2.6	1.5	0.0	0.1	0.0436	0.0	0.0	0.0	0.0	103.13	162.0	265.14
1.0	1.0	-2.0	5.0	0.0	6.51	0.0	2.6	6.51	-0.09	2.55	7.41	0.0	2.6	1.5	0.0	0.1	0.0467	0.0	96.45	68.94	0.0	0.0	0.0	165.39000000000001
1.0	1.0	-2.0	5.0	0.0	6.51	-0.09	2.55	7.41	0.0	2.6	7.41	-0.08	2.55	1.5	0.0	0.1	0.0436	0.0	0.0	0.02	0.0	51.57	109.22	160.81
1.0	1.0	-2.0	5.0	0.0	6.51	-0.09	2.55	6.51	-0.09	2.45	7.41	-0.08	2.55	1.5	0.0	0.1	0.0469	0.0	47.97	183.01	0.0	0.0	0.0	230.98000000000002
1.0	1.0	-2.0	5.0	0.0	6.51	-0.09	2.45	7.41	-0.08	2.55	7.41	-0.08	2.45	1.5	0.0	0.1	0.0442	0.0	0.0	0.0	0.0	0.0	111.76	111.76
1.0	1.0	-2.0	5.0	0.0	6.51	-0.09	2.45	6.51	0.0	2.4	7.41	-0.08	2.45	1.5	0.0	0.1	0.0467	0.0	144.68	145.94	0.0	0.0	0.0	290.62
1.0	1.0	-2.0	5.0	0.0	6.51	0.0	2.4	7.41	-0.08	2.45	7.41	0.0	2.4	1.5	0.0	0.1	0.0436	0.0	0.0	0.0	0.0	103.13	201.25	304.39
1.0	1.0	-2.0	5.0	0.0	7.41	0.0	2.4	7.41	0.08	2.45	8.31	0.0	2.41	1.5	0.0	0.1	0.0436	0.0	103.13	106.95	0.0	0.0	0.0	210.08
1.0	1.0	-2.0	5.0	0.0	7.41	0.08	2.45	8.31	0.0	2.41	8.31	0.08	2.46	1.5	0.0	0.1	0.0412	0.0	0.0	0.01	0.0	109.14	183.13	292.28
1.0	1.0	-2.0	5.0	0.0	7.41	0.08	2.45	7.41	0.08	2.55	8.31	0.08	2.46	1.5	0.0	0.1	0.0442	0.0	0.0	183.74	0.0	0.0	0.0	183.74
1.0	1.0	-2.0	5.0	0.0	7.41	0.08	2.55	8.31	0.08	2.46	8.31	0.08	2.54	1.5	0.0	0.1	0.0406	0.0	0.0	0.0	0.0	55.43	183.42	238.85
1.0	1.0	-2.0	5.0	0.0	7.41	0.08	2.55	7.41	0.0	2.6	8.31	0.08	2.54	1.5	0.0	0.1	0.0436	0.0	103.13	184.45	0.0	0.0	0.0	287.58000000000004
1.0	1.0	-2.0	5.0	0.0	7.41	0.0	2.6	8.31	0.08	2.54	8.31	0.0	2.59	1.5	0.0	0.1	0.0412	0.0	0.0	0.0	0.0	109.14	56.06	165.2
